id 	 label 	 desc 	 aliases 	 type 	 cluster_labels
P1057	chromosome	chromosome on which an entity is localized	on chromosome	wikibase-item	Other Topics
P1299	depicted by	object depicting this subject		wikibase-item	Other Topics
P1050	medical condition	disease or other health problem affecting an individual human or other animal	disability, Paralympic disability, ailment, health problem, disorder, illness, disease	wikibase-item	Animal
P1171	approximation algorithm	method used to approximate a number		wikibase-item	Method
P1290	godparent	person who is the godparent of a given person	godfather, godmother	wikibase-item	Other Topics
P1170	transmitted signal	type of signal transmitted by a device	transmits, signal transmitted	wikibase-item	Other Topics
P1049	deity of	religion or group/civilization that worships a given deity		wikibase-item	Other Topics
P1046	discovery method	way an exoplanet was discovered	detection method	wikibase-item	Method
P1165	home world	home world/planet of a fictional race or character	homeworld, planet	wikibase-item	Fictional
P1283	filmography	list of films a person has contributed to		wikibase-item	Film, Contributing
P1041	sockets supported	socket for which the electronic part was made	cpu slot, cpu socket	wikibase-item	Other Topics
P1040	film editor	person who worked with the raw footage, selecting shots and combining them into sequences to create a finished motion picture	picture editor, Edited by	wikibase-item	Film, Combination
P1038	relative	family member (qualify with "type of kinship", P1039; for direct family member please use specific property)		wikibase-item	Member
P1399	convicted of	crime a person was convicted of		wikibase-item	Other Topics
P1158	location of landing	location where the craft landed	landing site	wikibase-item	Location
P1037	manager/director	person who manages any kind of group		wikibase-item	Other Topics
P1034	main food source	the species, genus or family that an organism depends on for nutrition	food source, food plant	wikibase-item	Source
P1398	replaced by structure	building/structure which replaced the subject building or structure at the same location	replacement building	wikibase-item	Location, Building, Replaced
P1035	honorific suffix	word or expression with connotations conveying esteem or respect when used, after a name, in addressing or referring to a person	style suffix, post-nominal	wikibase-item	Other Topics
P1033	GHS signal word	please use with items "warning" (Q15350847) and "danger" (Q15221217)		wikibase-item	Other Topics
P1151	topic's main portal	Wikimedia portal associated with this topic		wikibase-item	Topic
P1393	proxy	person authorized to act for another		wikibase-item	Other Topics
P908	PEGI rating	European video game rating system - see talk page for appropriate values		wikibase-item	Rating
P805	subject of	(qualifier only) item detailing the relation established by the statement	dedicated item, article, artfor	wikibase-item	Other Topics
P807	separated from	subject was founded or started by separating from identified object	forked from, schism from, seceded from	wikibase-item	Other Topics
P927	anatomical location	where in the body does this anatomical feature lie	Manoo	wikibase-item	Location
P921	main subject	primary topic of a work	index term, topic of work, main topic, aboutness, about, topic, subject, subject heading	wikibase-item	Topic, Head
P800	notable works	subject's notable scientific work or work of art	literary works, bibliography, work, works	wikibase-item	Other Topics
P803	professorship	professorship position held by this academic person		wikibase-item	Position
P924	medical treatment	treatment that might be used to heal the medical condition	therapy, medical therapy, treatment	wikibase-item	Other Topics
P802	student	notable student(s) of a person		wikibase-item	Other Topics
P923	medical examinations	examinations that might be used to diagnose the medical condition	possible examinations, examinations	wikibase-item	Other Topics
P1080	from fictional universe	subject's fictional entity is in the object narrative. See also P1441 and P1445	from universe, universe, featured in universe, appears in universe, fictional universe	wikibase-item	Universe, Fictional
P6	head of government	head of the executive power of a town, city, municipality, state, country, or other governmental body	mayor, prime minister, premier, first minister, head of national government	wikibase-item	City, Head
P7	brother	subject has the object as their brother	has brother, sibling, bro	wikibase-item	Other Topics
P915	filming location	actual place where this scene/film was shot	location of filming, location where filmed, studio where filmed, place of filming, place where filmed	wikibase-item	Location, Place, Film
P914	USK rating	German video game content rating - see talk page for appropriate values	Unterhaltungssoftware Selbstkontrolle rating	wikibase-item	Rating
P9	sister	subject has the object as their sister (female sibling)	has sister, sibling	wikibase-item	Other Topics
P916	GSRR rating	Taiwanese video game content rating system	CSRR rating, GSRMR rating	wikibase-item	Rating
P910	topic's main category	main category of this topic	main category, category for this topic	wikibase-item	Category, Topic
P1078	valvetrain configuration	configuration of the valvetrain utilized by this engine		wikibase-item	Engine
P1199	mode of inheritance	the manner in which a particular genetic trait or disorder is passed from one generation to the next		wikibase-item	Other Topics
P913	notation	mathematical notation or another symbol		wikibase-item	Other Topics
P1079	launch contractor	organization contracted to launch the rocket	launch service provider	wikibase-item	Other Topics
P912	facility	the subject item has this type of facility, e.g. toilet, car park		wikibase-item	Other Topics
P1074	fictional analog of	used to link a class of items appearing in a creative work with the analogous class of objects in the real world		wikibase-item	Fictional
P1196	manner of death	circumstances of a person's death; one of: natural causes, accident, suicide, homicide, pending investigation or special 'unknown value'.  Use 'cause of death' (P509) for more immediate or underlying causes and events, e.g. heart attack, car accident	circumstance of death, type of death	wikibase-item	Cause, Underlying, Immediate
P1075	rector	rector of a university		wikibase-item	Universe
P1072	readable file format	file format a program can open and read		wikibase-item	Other Topics
P1073	writable file format	file format a program can create and/or write to		wikibase-item	Other Topics
P1194	received signal	signals detected by a machine		wikibase-item	Other Topics
P1071	location of final assembly	place where the item was made; location of final assembly	assembly location, place built, place made	wikibase-item	Location, Place
P1192	connecting service	service stopping at a station		wikibase-item	Station
P942	theme music	the theme music/song used under licence by the item (film, event, sport club/team, person, etc.)		wikibase-item	Team, Music, Film, Underlying
P941	inspired by	the work which inspired this creative work	source of inspiration	wikibase-item	Source
P706	located on terrain feature	located on the specified landform or body of water. Should not be used when the value is only political/administrative (provinces, states, countries, etc.).	takes place in, location, on geographical feature, on natural feature, is on, is in	wikibase-item	Location, Place, Administrative, Political
P826	tonality	key of a musical composition	musical key, key of musical composition	wikibase-item	Music
P708	diocese	administrative division of the church to which the element belongs		wikibase-item	Administrative
P828	has cause	underlying cause, thing that ultimately resulted in this effect.  See 'Help:Modeling causes' for usage notes.	causes, cause, has causes, has underlying cause, underlying cause, ultimate cause, ultimate causes, initial cause, effect of, outcome of, result of, has reason, reason, caused by	wikibase-item	Cause, Underlying
P707	satellite bus	general model on which multiple-production satellite spacecraft is based		wikibase-item	Other Topics
P944	Code of nomenclature	the Code that governs the scientific name of this taxon		wikibase-item	Taxon
P702	encoded by	 the gene that encodes some gene product		wikibase-item	Other Topics
P823	speaker	someone who takes a role as speaker in events like keynotes or presentations		wikibase-item	Other Topics
P822	mascot	mascot of an organization, e.g. a sports team or university		wikibase-item	Team, Universe
P943	programmer	coder for a piece of software or a digital creative work such as a video game		wikibase-item	Other Topics
P825	dedicated to	person or organization to whom the subject was dedicated		wikibase-item	Other Topics
P703	found in taxon	the taxon in which the molecule or substance can be found	species	wikibase-item	Taxon
P945	allegiance	the country (or other power) that the person, or organization, served		wikibase-item	Other Topics
P931	place served by airport	city or region served by this airport	serves city, city served	wikibase-item	Place, City
P930	type of electrification	electrification system scheme and/or voltage		wikibase-item	Other Topics
P937	location of creative working	location(s) where the creator was active	workplace, work location	wikibase-item	Location
P816	decays to	what isotope does this radioactive isotope decay to		wikibase-item	Other Topics
P817	decay mode	type of decay that a radioactive isotope undergoes (should be used as a qualifier for "decays to")		wikibase-item	Other Topics
P812	academic major	major someone studied at college/university		wikibase-item	Universe
P811	academic minor	minor someone studied at college/university		wikibase-item	Universe
P814	IUCN protected areas category	protected areas category by the World Commission on Protected Areas. Used with dedicated items for each category.		wikibase-item	Category
P720	asteroid spectral type	spectral classifications of asteroids based on  spectral shape, color, and albedo		wikibase-item	Color
P841	feast day	saint's principal feast day		wikibase-item	Other Topics
P840	narrative set in	the narrative of this work is set in this location	setting location	wikibase-item	Location, Set
P607	conflict	battles, wars or engagements in which the person or item participated	war, battle	wikibase-item	Other Topics
P609	terminus location	location of the terminus of a linear feature	destination, departure point	wikibase-item	Location, Point
P608	exhibition history	exhibitions where the item was displayed		wikibase-item	Other Topics
P726	candidate	person or party listed as an option for office in an election		wikibase-item	Office, Party
P725	voice actor	the person who dubbed a role of a creative work (like TV series, movie or video game)	voice dubber, dubbed by, VO, Seiyu, voiced by, CV	wikibase-item	Other Topics
P832	public holiday	official public holiday that occurs in this place, usually a non-working day	bank holiday, legal holiday, national holiday	wikibase-item	Place
P710	participant	person, group of people or organization that actively takes/took part in the event	artist, artists, performer, performers, participants, athlete, athletes, attendee, player, team, competitor, candidate, party, event participant, agent	wikibase-item	Team, People, Party
P831	parent club	parent club of this team	parent team, major league affiliate, affiliate of	wikibase-item	Team, Parent
P837	day in year for periodic occurrence	when a specific holiday or periodic event occurs. Can be used as property or qualifier	day of periodic occurrence, day in year, day, date	wikibase-item	Other Topics
P834	train depot	depot which serves this railway line, not public stations	railway depot, depot	wikibase-item	Station
P833	interchange station	station to which passengers can transfer to from this station, normally without extra expense	OSI, out of station interchange	wikibase-item	Station
P16	highway system	system of which the highway is a part		wikibase-item	Other Topics
P17	country	sovereign state of this item	sovereign state, nation	wikibase-item	Other Topics
P19	place of birth	the most specific known (e.g. city instead of country, or hospital instead of city)	birthplace, born in, POB, birth place, location born, born at, birth location, location of birth	wikibase-item	Location, Place, City
P500	exclave of	territory is legally or politically attached to a main territory with which it is not physically contiguous because of surrounding alien territory. It may also be an enclave.		wikibase-item	Political, Territory
P741	playing hand	hand used to play tennis		wikibase-item	Other Topics
P744	asteroid family	population of asteroids that share similar proper orbital elements		wikibase-item	Other Topics
P501	enclave within	territory is entirely surrounded by the other (enclaved)	enclaved by	wikibase-item	Territory
P1704	pollenizer	source of pollen for an animal		wikibase-item	Source, Animal
P740	location of formation	location where a group or organization was formed	originates from, comes from, source, place of foundation, founded in	wikibase-item	Location, Place, Source, Origin
P1703	pollination	process that moves pollen from the male anthers of a flower to the female stigma of a flower to accomplish fertilization	pollination by	wikibase-item	Other Topics
P629	edition or translation of	is an edition or translation of this text	edition of, translation of	wikibase-item	Other Topics
P749	parent company	a parent company of an organisation, opposite of subsidiaries (P355)	subsidiary of, owned by	wikibase-item	Parent, Company
P509	cause of death	underlying or immediate cause of death.  Underlying cause (e.g. car accident, stomach cancer) preferred.  Use 'manner of death' (P1196) for broadest category, e.g. natural causes, accident, homicide, suicide	death cause	wikibase-item	Category, Cause, Underlying, Immediate
P504	home port	home port of the vessel (if different from "ship registry"): For civilian ships, the primary port from which the ship operates. Port of registry (the one painted on the stern) should be listed in "Ship registry". For warships, this will be the ship's assigned naval base	homeport	wikibase-item	Other Topics
P624	guidance system	guidance system of a missile		wikibase-item	Other Topics
P748	appointed by	who appointed the person to the office, can be used as a qualifier		wikibase-item	Office
P21	sex or gender	Sexual identity of  subject. Main: male (Q6581097), female (Q6581072), transgender female (Q1052281),  transgender male (Q2449503). For animals, use male animal (Q44148), female animal (Q43445). For groups of  same gender, use "subclass of" (P279)	gender identity, gender expression, gender, biological sex, man, woman, male, female, intersex, sex	wikibase-item	Animal
P20	place of death	the most specific known (e.g. city instead of country, or hospital instead of city)	deathplace, died in, death place, POD, location of death, death location	wikibase-item	Location, Place, City
P505	general manager	general manager of a sports team		wikibase-item	Team
P747	edition(s)	linking to an edition of this item	has edition, editions	wikibase-item	Other Topics
P868	foods traditionally associated	foods consumed during the ceremony or associated with a certain settlement		wikibase-item	Other Topics
P22	father	male parent	dad, son of, has father, daughter of, child of	wikibase-item	Parent
P25	mother	female parent	mum, mom, mam, has mother, son of, daughter of, child of	wikibase-item	Parent, Mother
P27	country of citizenship	the object is a country that recognizes the subject as its citizen	citizenship, nationality, citizen of	wikibase-item	Other Topics
P26	spouse	the subject has the object as their spouse (husband, wife, partner, etc.). Use "cohabitant" for non-married companions	husband, wife, married to, consort, partner	wikibase-item	Other Topics
P610	highest point	point with highest elevation in the country, region, city, town or area	highest peak	wikibase-item	City, Point
P852	ESRB rating	North American video game content rating - appropriate values are on property's talk page	Entertainment Software Rating Board rating	wikibase-item	Rating
P972	catalog	catalogue for the item, or, as a qualifier of P528, catalogue for which the number is valid	catalogue	wikibase-item	Other Topics
P612	mother house	name of the mother house		wikibase-item	Mother
P974	tributary	stream or river that flows into this main stem (or parent) river or a lake		wikibase-item	Parent, Lake
P853	CERO rating	Japanese video game rating system - see talk page for appropriate values	Computer Entertainment Rating Organization rating	wikibase-item	Rating
P1817	addressee	person or organization to whom a letter or note is addressed		wikibase-item	Other Topics
P611	religious order	order of monks or nuns which the monastery housed		wikibase-item	Other Topics
P971	category combines topics	this category combines these two or more topics	Category intersects topics, Category topics, Category subjects, combines topics	wikibase-item	Category, Topic, Combination
P970	neurological function	The function of a neurological structure		wikibase-item	Other Topics
P618	source of energy	describes the source of energy an animated object (machine or animal) uses	fuel type, energy source	wikibase-item	Source, Animal
P739	ammunition	cartridge or other ammunition used by the subject weapon	cartridge	wikibase-item	Other Topics
P1811	list of episodes	link to the article with the list of episodes for this series		wikibase-item	Other Topics
P738	influence of	this person, idea, etc. informs that other person, idea, etc., e.g. "Aristotle influence of Heidegger".  Inverse of 'influenced by' (P737).	influences, informs, influenced, informed, inspired	wikibase-item	Other Topics
P859	sponsor	enterprise that sponsors this item		wikibase-item	Other Topics
P30	continent	continent of which the subject is a part. Use for countries, locations in Antarctica, and items located in countries that belong to more than one continent, e.g. Russian cities.		wikibase-item	Location, City
P735	given name	first name or another given name of this person. Values used with the property shouldn't link disambiguations nor family names.	forename, first name, personal name, christian name, middle name	wikibase-item	Other Topics
P734	surname	surname or last name of a person	last name, family name, has surname	wikibase-item	Other Topics
P737	influenced by	this person, idea, etc. is informed by that other person, idea, etc., e.g. "Heidegger has influence Aristotle".  Inverse of 'influence of' (P738).	informed by, inspired by, has influence	wikibase-item	Other Topics
P736	cover artist	name of person or team creating cover artwork for album, single, book, etc.		wikibase-item	Team
P31	instance of	this item is a specific example and a member of that class	is a, is an, rdf:type	wikibase-item	Member
P36	capital	location (city, municipality) of governmental seat of the country, or administrative territorial entity	capital city, capital town, chef-lieu, principal place, county seat, administrative centre	wikibase-item	Location, Place, Administrative, City, Territory
P35	head of state	official with the highest formal authority in a country	chief of state, president	wikibase-item	Head
P38	currency	currency used by item	base currency	wikibase-item	Other Topics
P37	official language	language designated as official by this item	language	wikibase-item	Language, Designed
P39	position held	subject currently or formerly holds the object position or public office	political office held, political seat, public office, office held, position occupied	wikibase-item	Office, Political, Position
P1809	choreographer	person(s) who did the choreography		wikibase-item	Other Topics
P885	origin of the watercourse	main source of a river or stream	source, river source, stream source	wikibase-item	Source, Origin
P522	type of orbit	orbit a satellite has around its central body	orbit	wikibase-item	Other Topics
P521	scheduled service destination	airport or station connected by regular direct service to the subject, for the destination of a trip see P1444		wikibase-item	Station
P400	platform	platform for which a work has been developed or released / specific platform version of a software developed	platforms, computing platform, game platform	wikibase-item	Other Topics
P642	of	qualifiers stating that a statement applies within the scope of a particular item	scope	wikibase-item	Other Topics
P403	mouth of the watercourse	the body of water to which the watercourse drains	watercourse outflow, watercourse drain, tributary of, outflow, drain	wikibase-item	Other Topics
P524	temporal range end	the end of a process or extinction of a life form relative to the geologic time scale		wikibase-item	Other Topics
P887	based on heuristic	indicates that the property value is determined based on some heuristic (Q201413).		wikibase-item	Other Topics
P523	temporal range start	the start of a process or appearance of a life form relative to the geologic time scale		wikibase-item	Other Topics
P765	surface played on	the surface on which the tournament is played		wikibase-item	Other Topics
P881	type of variable star	type of variable star	variable type	wikibase-item	Other Topics
P880	CPU	central processing unit found within the subject item	central processing unit	wikibase-item	Unit
P520	armament	equippable weapon item for the subject	armed with, weapon, Ship armament	wikibase-item	Other Topics
P641	sport	sport or discipline in which the entity participates or belongs to		wikibase-item	Other Topics
P408	software engine	software engine employed by the subject item	game engine, engine	wikibase-item	Engine
P647	drafted by	which team the player was drafted by		wikibase-item	Team
P768	electoral district	For members of legislative bodies (local or national), the electoral district the person is representing	constituency, ward, riding	wikibase-item	Member, Represents
P40	child	the subject has the object as their biological and/ or legal child	son, daughter, kid, is parent of, has child, children, father of, mother of, parent of, is father of, is mother of	wikibase-item	Parent, Mother
P767	contributor	person or organization that contributed in the creation of a creative work		wikibase-item	Contributing
P404	game mode	available playing mode(s) in a video game	mode, gameplay	wikibase-item	Other Topics
P407	language of work	for works (for original language use P364 and for persons P103 and P1412)	language	wikibase-item	Language, Origin
P43	stepfather	husband of the subject's mother, who is not the subject's biological father	step father, step-father	wikibase-item	Mother
P406	soundtrack album	album that incorporates music directly recorded from the soundtrack of a film or video game		wikibase-item	Music, Film, Record
P527	has part	object that is part of this subject	have part, composed of, contains, formed from, formed out of, assembled from, assembled out of, created from, created out of, amalgamation of, set of, consists of, has part, members, holonym of, includes, ingredient, member, include	wikibase-item	Member, Set
P769	significant drug interaction	a clinically significant interaction between two pharmacologically active substances (i.e., drugs and/or active metabolites) where concomitant intake can lead to altered effectiveness or adverse drug events.		wikibase-item	Other Topics
P44	stepmother	wife of the subject's father, who is not the subject's biological mother	step-mother	wikibase-item	Mother
P47	shares border with	countries or administrative subdivisions, of equal level, that this item borders, either by land or water	borders, bordered by, adjacent to, next to	wikibase-item	Administrative
P511	honorific prefix	word or expression used before a name, in addressing or referring to a person	style prefix, pre-nominal	wikibase-item	Other Topics
P873	phase point	phase point to describe critical point and triple point (see talk page for an example)		wikibase-item	Point
P631	structural engineer	person, group or organisation responsible for the structural engineering of a building or structure		wikibase-item	Building, Engine
P634	captain	captain of this sports team		wikibase-item	Team
P512	academic degree	academic degree that the person holds	degree, diploma	wikibase-item	Other Topics
P870	instrumentation	combination of musical instruments employed in a composition		wikibase-item	Music, Combination
P991	successful candidate	person(s) elected after the election	elected person	wikibase-item	Other Topics
P872	printed by	organization that printed the creative work (if different from "publisher")	printer	wikibase-item	Published
P751	introduced feature	which feature was introduced by this version of a product item		wikibase-item	Other Topics
P750	distributor	distributor of a creative work	distributed by	wikibase-item	Other Topics
P518	applies to part	part of the item for which the claim is valid	valid for part	wikibase-item	Other Topics
P50	author	main creator(s) of a written work	writer, written by	wikibase-item	Other Topics
P636	route of administration	path by which a drug, fluid, poison, or other substance is taken into the body		wikibase-item	Administrative
P878	avionics	notable sensors, electronics, and other avionics installed in the subject aircraft	sensors, electronics	wikibase-item	Aircraft
P515	phase of matter	state or phase of the matter at which the measure was made (gas, liquid, solid... See talk page)		wikibase-item	Other Topics
P514	interleaves with	stratigraphic relation in which two units overlap each other marginally		wikibase-item	Unit
P756	removed feature	which feature was removed by this version of a product item		wikibase-item	Other Topics
P54	member of sports team	sports teams or clubs that the subject currently represents or formerly represented	member of team, team, team played for, played for, plays for, teams played for, of team	wikibase-item	Team, Member, Represents
P517	interaction	with which of the 4 fundamental forces does the particle interact? strong interaction Q11415, electromagnetic: Q849919, weak interaction: Q11418, gravitation: Q11412		wikibase-item	Other Topics
P516	powerplant	equipment or engine used to power the subject	engine, power plant, turbine, rocket engine, reactor, propulsion, power station, powerstation	wikibase-item	Station, Engine
P53	noble family	include dynasty and nobility houses	royal house, dynasty, house	wikibase-item	Other Topics
P58	screenwriter	author(s) of the screenplay or script for this work	scriptwriter, screenplay by, writer, teleplay by	wikibase-item	Other Topics
P57	director	director(s) of this motion picture, play, video game or similar	directed by	wikibase-item	Other Topics
P59	constellation	the area of the celestial sphere of which the subject is a part (from a scientific standpoint, not an astrological one)		wikibase-item	Other Topics
P786	stipe character	indicates if a mushroom has a universal or partial veil		wikibase-item	Universe
P423	shooting handedness	whether the hockey, football, handball or tennis player etc. passes oŗ shoots left- or right-handed		wikibase-item	Other Topics
P301	category's main topic	primary topic of the subject category	main article in category, main category topic, topic, main topic of category, category's main article, main article	wikibase-item	Category, Topic
P543	oath made by	person(s) that made the oath at an event, like the Olympic Games		wikibase-item	Other Topics
P664	organizer	person or institution organizing an event		wikibase-item	Other Topics
P785	hymenium attachment	how the hymenium of the mushroom attaches to the stem		wikibase-item	Other Topics
P1629	subject item of this property	item corresponding exactly to the concept represented by the property (use in statements on properties)	item, represents, subject item	wikibase-item	Represents
P425	field of this profession	activity corresponding to this occupation	profession's field, activity corresponding to this occupation	wikibase-item	Field
P546	docking port	docking port for the dock		wikibase-item	Other Topics
P788	mushroom ecological type	null		wikibase-item	Other Topics
P787	spore print color	color of a mushroom spore print (see documentation for allowed values)		wikibase-item	Color
P545	torch lit by	person that lit the torch at an event, like the Olympic Games		wikibase-item	Other Topics
P660	EC classification	the Enzyme Commission (EC)-based accepted name of any enzyme classifications of the protein or RNA molecule	Enzyme Commission classification name	wikibase-item	Other Topics
P421	located in time zone	time zone for this item	timezone, tz, time zone	wikibase-item	Location
P1625	has melody	this work has the melody of the following work	to the tune of, TTTO	wikibase-item	Other Topics
P542	officially opened by	person that officially opened the event		wikibase-item	Other Topics
P784	mushroom cap shape	null		wikibase-item	Other Topics
P541	office contested	title of office which election will determine the next holder of		wikibase-item	Office
P61	discoverer or inventor	discovered or invented by	inventor, discovered by, invented by, discoverer	wikibase-item	Other Topics
P1622	drives on the	the direction that cars drive in a given country		wikibase-item	Other Topics
P1740	category for films shot at this location	the object is a category for films shot at/in the subject	cat films shot, cfsi, cff	wikibase-item	Location, Category, Film
P669	located on street	street, or road, where the item is located. To add the number, use Property:P670 "street number" as qualifier	is on, street	wikibase-item	Location
P306	operating system	operating system (OS) on which a software works; OS installed on hardware	OS	wikibase-item	Other Topics
P427	taxonomic type	the type genus of this family (or subfamily, etc), or the type species of this genus (or subgenus, etc)	type species, type genus	wikibase-item	Other Topics
P547	commemorates	what the place, monument, memorial, holiday, commemorates	memorial to	wikibase-item	Place
P1620	plaintiff	the party who initiates a lawsuit	claimant, pursuer	wikibase-item	Party
P789	edibility	whether something can be eaten or not	Mushroom edibility, Palatiblity	wikibase-item	Other Topics
P65	site of astronomical discovery	the place where an astronomical object was discovered (observatory, satellite)		wikibase-item	Place
P66	ancestral home	place of origin for ancestors of subject		wikibase-item	Place, Origin
P69	educated at	educational institution attended by the subject	education, alumni of, alumnus of, alumna of, college attended, university attended, school attended, studied at, alma mater, graduate of	wikibase-item	Universe
P790	approved by	item is approved by other item(s) [qualifier: statement is approved by other item(s)]		wikibase-item	Other Topics
P412	voice type	person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)		wikibase-item	Other Topics
P533	target	target of a terrorist attack or military operation		wikibase-item	Other Topics
P411	canonization status	stage in the process of attaining sainthood per the subject's religious organization.	sainthood status	wikibase-item	Other Topics
P532	port of registry	ship's port of registry. This is generally painted on the ship's stern (for the "home port", see Property:P504)		wikibase-item	Other Topics
P414	stock exchange	exchange on which this company is traded		wikibase-item	Company
P413	position played on team	position the player plays, e.g. Small Forward	player position, fielding position	wikibase-item	Team, Position, Field
P655	translator	people or organisation who translated this		wikibase-item	People
P534	streak color	color of a mineral or material when abraded 		wikibase-item	Color
P770	cause of destruction	item which caused the destruction of the subject item		wikibase-item	Cause
P531	diplomatic mission sent	location of diplomatic mission, i.e. consulate of A in the capital city of B	embassy, resident mission	wikibase-item	Location, City
P410	military rank	military rank achieved by a person (should usually have a "start date" qualifier)	rank	wikibase-item	Rank
P530	diplomatic relation	diplomatic relations of the country		wikibase-item	Other Topics
P1731	Fach	describes the special ablilites of an operatic singers voice		wikibase-item	Other Topics
P1611	NATO code for grade	NATO Code for Grades of Military Personnel		wikibase-item	Other Topics
P537	twinning	type of twins a crystal forms		wikibase-item	Other Topics
P658	tracklist	songs contained in this item		wikibase-item	Other Topics
P415	radio format	describes the overall content broadcast on a radio station		wikibase-item	Station
P418	seal description	description of a subject's seal		wikibase-item	Other Topics
P417	patron saint	patron saint adopted by the subject		wikibase-item	Other Topics
P538	fracturing	type of fracture a crystal or mineral forms		wikibase-item	Other Topics
P78	top-level domain	Internet domain name system top-level code	TLD	wikibase-item	Other Topics
P780	symptoms	the possible symptoms of a medical condition	signs	wikibase-item	Other Topics
P566	basionym	the legitimate, previously published name on which a new combination or name at new rank is based		wikibase-item	Published, Combination, Rank
P565	crystal habit	the proportions of a crystal or mineral		wikibase-item	Other Topics
P205	basin country	countries that have drainage to/from or border the lake	basin countries	wikibase-item	Lake
P447	score by	issuer of a review score	reviewer, score issuer, publication, scorer, by	wikibase-item	Other Topics
P568	footwall	item that is in the footwall of this item	overlies	wikibase-item	Other Topics
P689	afflicts	a type of organism which a condition or disease afflicts		wikibase-item	Other Topics
P567	hangingwall	item that is in the hanging wall of this item	underlies	wikibase-item	Underlying
P688	encodes	the product of a gene (protein or RNA)	codes for	wikibase-item	Other Topics
P1605	has natural reservoir	host species for the pathogen in which it is endemic	natural reservoir	wikibase-item	Other Topics
P562	central bank/issuer	central bank or other issuing authority for the currency	issuer	wikibase-item	Other Topics
P1606	natural reservoir of	pathogen of which this species is a long-term host		wikibase-item	Other Topics
P682	biological process	is involved in the biological process		wikibase-item	Other Topics
P201	lake outflow	rivers and other outflows waterway names. If evaporation or seepage are notable outflows, they may be included. Some terms may not be place names, e.g. evaporation	outflows, outflow	wikibase-item	Place, Lake
P200	lake inflows	major inflow sources — rivers, aquifers, glacial runoff, etc. Some terms may not be place names, e.g. none	inflow, inflows, lake inflow	wikibase-item	Place, Source, Lake
P1604	biosafety level	level of the biocontainment precautions required to isolate dangerous biological agents		wikibase-item	Other Topics
P684	ortholog	orthologous gene in another species (use with 'species' qualifier)		wikibase-item	Other Topics
P81	connecting line	railway or public transport line(s) subject is directly connected to	railway line, rapid transit line	wikibase-item	Other Topics
P449	original network	network(s) the radio or television show was originally aired on. This does not include later re-runs or additional syndication.	original channel, channel, TV channel, radio network, network, television channel, radio station	wikibase-item	Origin, Station
P85	anthem	name of the subject's anthem		wikibase-item	Other Topics
P206	located next to body of water	lake or river	on lake, next to lake, located on body of water, On river, on bay, on harbour, on shore of	wikibase-item	Location, Lake
P448	location of spacecraft launch	site or launch pad from where the spacecraft was launched	launch site	wikibase-item	Location
P84	architect	person or architectural firm that designed this building		wikibase-item	Building, Designed
P209	highest judicial authority	supreme judicial body within a country, administrative division, or other organization		wikibase-item	Administrative
P87	librettist	author of the libretto (words) of an opera		wikibase-item	Other Topics
P208	executive body	branch of government for the daily administration of the state	executive branch	wikibase-item	Administrative
P86	composer	person(s) who wrote the music; also use P676 for lyricist	songwriter, composed by, musical score by, music by	wikibase-item	Music
P88	commissioned by	person or organization that commissioned this work	client, commissioner, made for, built for	wikibase-item	Other Topics
P690	space group	symmetry classification for 2 and 3 dimensional patterns or crystals		wikibase-item	Other Topics
P450	astronaut mission	space mission that the subject is or has been a member of (do not include future missions)	cosmonaut mission	wikibase-item	Member
P676	lyrics by	author of song lyrics; also use P86 for music composer	lyricist, lyracist, words by, writer	wikibase-item	Music
P797	executive authority	entity having executive power of decision in matters relating to the entity		wikibase-item	Other Topics
P796	geo datum	zero point for measurement (qualifier for P795)		wikibase-item	Point
P556	crystal system	type of crystal for crystal coumpounds		wikibase-item	Other Topics
