Reference Item 	 Label 
Q26	Northern Ireland	7
Q260011	Geraldine Brooks	1
Q260039	Galeria Fundana	1
Q2600472	Andrij Bandera	1
Q2602203	West Frisian Wikipedia	577
Q2602530	Ministry of Foreign Affairs of the Republic of Colombia	3
Q2603641	Adgillis II	1
Q260372	Landtag of Saarland	2
Q2604056	Acfred I of Carcassonne	1
Q260464	Ed Balls	1
Q260543	Harald IV of Norway	1
Q2605975	Ministry of Health	1
Q2606032	Patria of Constantinople	1
Q2606620	Alivardi Khan	1
Q260843	Madeleine Renaud	1
Q2608774	Sud-Ouest	18
Q2612487	Ministry of Foreign Affairs of the Republic of Turkey	2
Q2613152	Yoh Asakura	1
Q261534	Diego Forlán	1
Q2615757	Madog ap Gruffydd Maelor	1
Q2616476	William de Courtenay	1
Q2617951	Louis de Boullogne	1
Q2620640	Faisal bin Musaid	1
Q2621214	Geni.com	2
Q2621262	Andries I Keldermans	1
Q2621680	Laurentian Codex	1
Q2623266	Italian cruiser Alberto da Giussano	1
Q262329	Amastris	1
Q2624680	Russian Federal State Statistics Service	3
Q262507	Connie Stevens	1
Q262760	École polytechnique fédérale de Lausanne	5
Q2627728	Krugosvet	15
Q2628666	Elissa Aalto	1
Q2629164	Internet Speculative Fiction Database	9
Q263	Wikisource	30
Q2631417	Russia–United States relations	1
Q2631674	Central Bank of Chile	1
Q2633351	Vasak of Syunik	1
Q263343	Ermengarde of Anjou, Duchess of Burgundy	1
Q263385	Ulpia Severina	1
Q2635122	Sheila Carter	1
Q2635312	Ridge Forrester	1
Q263725	Janet Yellen	1
Q2637632	Olivier Debré	1
Q2638120	Mediaset España	8
Q2638147	FilmAffinity	9
Q2638486	Kingdom of Cambodia	1
Q2639147	Albert von Hügel	1
Q263972	Prince Shōtoku	1
Q2640795	Aleksander Chodkiewicz	1
Q2640887	null	2
Q2641609	Long Boret	2
Q2642655	Le Dauphiné Libéré	1
Q264276	Callie Khouri	1
Q264477	Peter Bottomley	1
Q264523	Piyassili	1
Q2647273	Sylvie Hubac	1
Q264754	Ariadna Gil	1
Q26530	Jeongjo of Joseon	2
Q2654876	Simon I of Kartli	1
Q2655102	null	1
Q2659957	IPython	1
Q266044	Magnus Olafsson	1
Q2661387	Mahendravarman	2
Q266208	Kinga Göncz	1
Q266278	Saint Shushanik	1
Q2663461	Constantine II of Georgia	1
Q2664053	Jigyel Ugyen Wangchuck	2
Q2664168	Gran Enciclopèdia Catalana	16
Q2666876	Ahmed Nihad	1
Q2667123	Osman Fuad	1
Q2667573	Comptes rendus de l'Académie des sciences	4
Q2667950	Daugirutis	1
Q266808	Gilda Radner	1
Q2668654	The Denver Post	9
Q266959	Margaret Truman	1
Q2669704	Louis van Gasteren	1
Q2670632	geography of Wales	1
Q267114	social media marketing	1
Q2671630	Loethai	1
Q2672325	Hisila Yami	1
Q267298	battery	1
Q2675612	Countess Elisabeth of Leuchtenberg	2
Q2676714	Antoon I Keldermans	1
Q2676884	Peter of Geneva	1
Q268072	Brazilian Institute of Geography and Statistics	38
Q268165	Jewel De'Nyle	1
Q268369	Itthithepsan Kritakara	1
Q268371	Joan D. Vinge	1
Q268466	Faye Kellerman	1
Q268660	Fleur Pellerin	1
Q2687720	null	1
Q268887	Puduhepa	2
Q2689064	Balthasar Coymans	1
Q2689385	null	1
Q2689578	Traci Abbott Connolly	1
Q2691195	United Nations Security Council Resolution 1358	1
Q269138	Federal Network Agency	1
Q26918	Khalid ibn al-Walid	1
Q269247	Djedkare Isesi	1
Q2695793	Föderation deutschsprachiger Anarchist*innen	1
Q269879	Sarah Fuller Flower Adams	1
Q269904	Helena Angelina Ducaina	2
Q269927	David Mamet	2
Q269950	Laodice II	1
Q269982	Susan Hill	1
Q27	Ireland	3
Q2700368	USS Idaho	1
Q2701376	Sisowath Sirik Matak	2
Q2701696	Robert Devereux, 3rd Earl of Essex	1
Q270389	news presenter	1
Q270498	Krisztina Morvai	1
Q2705271	Japanese submarine I-10	1
Q2705483	Alexander Amfiteatrov	1
Q270685	Princess Astrid of Norway	1
Q270704	Třebíč	1
Q270705	Adrienne Rich	1
Q270794	National Academy of Sciences	2
Q2708683	Kayla Brady	1
Q270923	Åke Henriksson Tott	2
Q2709917	Japanese submarine I-174	1
Q2710477	HMS Resolution	1
Q2711480	Musée des Augustins	3326
Q2711789	Infanta Catherine, Duchess of Braganza	2
Q2712069	Sarek	1
Q2712448	Prodromus Systematis Naturalis Regni Vegetabilis	2
Q271300	Borandukht	1
Q271362	Ælfgar	2
Q271379	Ælfwald I of Northumbria	1
Q271386	Ælfwine of Deira	1
Q2714280	David Pierre Giottino Humbert de Superville	1
Q2714345	Brochwel Ysgithrog	1
Q271445	Euphemia de Ross	1
Q2714726	Argeleb I	1
Q2715468	Moiraine Damodred	1
Q2718796	Godred Crovan	1
Q271982	AdWords	1
Q272000	Deianira	3
Q2723519	Pamela Harriman	1
Q272435	Rosa Maria Sardà	1
Q272438	Diane von Fürstenberg	2
Q272498	Brian Boru	1
Q272530	Records of the Grand Historian	12
Q2725928	Tycho-2 Catalogue	2
Q272625	Caecilia Paulina	1
Q272670	David Miliband	2
Q272889	M. F. K. Fisher	1
Q2729044	PAL region	1
Q272993	Susanoo	1
Q27302	German National Library	40
Q273096	Princess Franziska of Hohenlohe-Waldenburg-Schillingsfürst	1
Q2731045	Alexander, Margrave of Meissen	1
Q273215	Rod Steiger	1
Q2732396	EJ DiMera	1
Q273263	RWTH Aachen University	1
Q273321	Aimée Sommerfelt	1
Q27333	Campo Santo Teutonico	1
Q273462	Vnukovo International Airport	1
Q2735107	Mirian II of Iberia	1
Q2735252	El Periódico de Aragón	3
Q2736	football	94
Q273609	Matilda of Swabia	1
Q273612	Dynamis	1
Q273627	Eusebia	1
Q273739	Tāufaʻāhau Tupou IV	1
Q2737701	personal web page	9
Q273791	Edith Lucie Bongo	1
Q273799	Dorothy Dunnett	1
Q273837	Éditions du Cerf	5
Q2739826	Kasimir Kolb von Wartenberg	1
Q2740324	Princess Noriko of Takamado	1
Q2740593	Kīnaʻu	2
Q2741142	Lisbet Palme	1
Q2742060	María Pacheco	2
Q274221	Édouard André	1
Q2742472	Tajik Wikipedia	4
Q274518	June Browne	1
Q2745222	Te Ara: The Encyclopedia of New Zealand	9
Q2745977	Fauna Europaea	1
Q2746341	Ælfthryth, wife of Edgar	1
Q2746526	Mithridates of Armenia	1
Q2747195	Rombout I Keldermans	1
Q2748568	Éponine	1
Q275111	Frances Ridley Havergal	1
Q2752875	Arya Babbar	1
Q275392	Nina Bawden	1
Q2755960	P. K. Page	1
Q275601	Jamaica Kincaid	1
Q2756020	William Cavendish, 2nd Earl of Devonshire	1
Q275619	Linda Purl	1
Q2756704	George VII of Georgia	1
Q2758142	Les Inrockuptibles	1
Q275837	Sports Illustrated	2
Q276069	Hilde Benjamin	1
Q276304	Judith Merril	1
Q276404	Takeda Shingen	1
Q27650	LPGA	1
Q2768005	Mahmud Begada	1
Q2769164	Pokémon X and Y	25
Q27695	Shaka Zulu	2
Q277236	Bernard Brunhes	1
Q277760	gatehouse	1
Q277927	null	1
Q278087	HMS Guardian	1
Q278149	HMS Hunter	1
Q278151	Spiegel Online	3
Q2783726	Marinus Adrianus Koekkoek II	1
Q2783953	Russian constitutional referendum	1
Q278487	PubChem	50795
Q27901	German Music Archive	7
Q279045	Hamburger Abendblatt	1
Q2790907	Santha Rama Rau	1
Q2795275	Haifa bint Faisal	1
Q279693	Stephen Uroš V of Serbia	1
Q2800084	Köchel	1
Q280053	Bolesław I the Tall	1
Q280190	Free base	199
Q280413	CNRS	2
Q2804269	Tarble	1
Q280445	Claude Gensac	1
Q280578	Michal Lobkowicz	1
Q2805798	Jeremy Lloyd	1
Q280710	HMS Invincible	1
Q280982	Pishenis	1
Q281151	Jayavarman I	2
Q2812213	Russian Constitution of 1978	2
Q281245	Frederick I, Duke of Swabia	2
Q2814226	Michael Beschloss	1
Q281670	Pero	1
Q2817259	Princess Sarvath al-Hassan	1
Q2821777	Abusahl-Hamazasp of Vaspurakan	1
Q2822383	Kanak Language Academy	2
Q2822396	Academy of Sciences of Turin	1
Q2823029	null	1
Q2823064	Achille Georges Vigier	1
Q2823758	Actor fils d'Azée	1
Q2823760	Aktor	1
Q2823876	Adachi Kagemori	1
Q2824732	Adolfo Marsillach	1
Q2825477	Adélina Lévêque	1
Q2825570	Aereon	2
Q2826477	Agatha, wife of Edward the Exile	1
Q2826699	ASECNA	2
Q2826891	Aglaé de Polignac	1
Q2827024	null	1
Q2827037	Agnes of Aquitaine, Countess of Savoy	1
Q2829247	Al-Mundhir III ibn al-Harith	1
Q2829920	Alain IV de Rohan	1
Q2830331	Alain VI de Rohan	1
Q2830332	Alain VIII de Rohan	1
Q2830334	Alain V de Rohan	1
Q2830338	Alain VII de Rohan	1
Q2830624	Alan of Galloway	1
Q2833038	Alex Sink	1
Q2833524	null	1
Q2833664	null	1
Q2834143	Alexandr Volkonsky	1
Q2835653	AlgaeBase	151
Q283579	tar	1
Q2836210	null	1
Q2837274	Alix II of Dreux	2
Q2837649	ARA Salta (S-31)	1
Q2838644	null	2
Q28389	screenwriter	1
Q283995	Petr Vrána	1
Q2840029	Alphonse de Rayneval	1
Q2840038	Infante Afonso, Lord of Portalegre	1
Q284183	De Volkskrant	1
Q2843397	Boletín de la Real Academia de la Historia	2
Q284385	null	1
Q2844175	Amphibian Species of the World	1
Q2846348	Andrea Holíková	1
Q2847360	André Bourin	1
Q2847720	null	1
Q2848260	André Martinot Lagarde	1
Q2848984	null	1
Q2849237	null	4
Q2849239	null	2
Q2849241	null	3
Q2849243	null	2
Q2850045	Animation World Network	1
Q2850773	null	1
Q2850876	Anne-Marie Losique	1
Q2851239	Anne Pierre d'Harcourt	1
Q2851330	Anne of Armagnac	3
Q2853630	null	1
Q2854068	null	1
Q285453	Federal Statistical Office	10
Q2856311	Madelyn Dunham	2
Q2856335	Stanley Armour Dunham	2
Q2856734	Antoine Schnapper	2
Q2856739	null	1
Q2856978	null	1
Q2857093	Antonia Zegers	1
Q285866	Miguel Ángel Biaggio	1
Q2859286	FS Aquitaine	1
Q2859653	Arbit Blatas	1
Q2860568	Archives of American Art	3
Q2861210	null	1
Q2863255	null	1
Q2864683	Edgar Fernhout	1
Q2865544	null	3
Q2865548	article 2 of the French Constitution	2
Q2865663	Article 72-1 of the French Constitution of the Fifth Republic	3
Q286707	Business Insider	2
Q2867120	Tasmanian House of Assembly	1
Q2867768	null	2
Q2868629	null	1
Q286973	Lanassa	1
Q2870996	Auguste-Jean Germain de Montforton	1
Q2871268	null	1
Q287127	Maria Brignole Sale De Ferrari	1
Q287171	ABC News	3
Q2871729	Princess Anne of Denmark	1
Q2872821	Election Authority	2
Q2877626	NBC News	3
Q2879190	Bagrat II of Iberia	1
Q2879192	Bagrat II Bagratouni	1
Q287953	Jean Rostand	2
Q2880325	Bacurius II of Iberia	1
Q2881860	Ban Mueang	1
Q2882555	Manuel Ossorio y Bernard	2
Q2883957	Jean Philippe Cretton	1
Q2884740	null	2
Q2884741	null	2
Q2884745	null	2
Q2884746	null	2
Q2884747	machine learning	2
Q2884749	null	2
Q2884750	null	2
Q2884794	null	2
Q288633	Ériu	1
Q2886420	Léonore database	5952
Q2886424	Base Palissy	2
Q28891	Wreck-It Ralph	1
Q2891591	null	2
Q2892664	World Cities Summit	1
Q289276	Lysandra	1
Q289285	Filippo Maria Visconti	1
Q2893887	Behind the Candelabra	2
Q2894354	Frederick Kagan	1
Q289571	Alice Walton	1
Q289590	Susanne Klatten	2
Q2898208	Bernard Lecomte	1
Q2898270	Gertrude Himmelfarb	1
Q2899267	null	1
Q29	Spain	2
Q2900101	Bethwell Allan Ogot	1
Q2900172	Bette Bao Lord	1
Q2900662	Bhava Varman II	3
Q290107	Charles Spencer-Churchill, 9th Duke of Marlborough	1
Q2903359	Dana Olmert	2
Q2903971	Binnya U	1
Q2905958	Blanche Albane	1
Q2906353	Bleacher Report	1
Q2909223	News24	2
Q290996	Stella Zázvorková	1
Q2910025	Dalia Rabin-Pelossof	1
Q2910039	null	1
Q2910214	Bonne Marie Félicité de Montmorency-Luxembourg	1
Q291024	Moon Zappa	1
Q2910391	Moshe-Zvi Neria	1
Q2912230	Aster ageratoides	1
Q2913000	Pac-Man	1
Q2913725	The Next Web	1
Q291397	Fernán Caballero	1
Q2914557	Kohath	1
Q291511	Agnes of Austria	1
Q2915289	Constitution of Lebanon	1
Q2915618	Victoria Hislop	1
Q2915860	Nadia Tueni	1
Q2916129	Shalom Shabazi	1
Q29162	Tomáš Rosický	1
Q291638	Anne-Cath. Vestly	1
Q2916408	Tsuyoshi Nagabuchi	1
Q2916790	Opera Australia	2
Q2918660	Duolingo	2
Q2918841	Eileen Ford	1
Q2920090	William Peel, 1st Earl Peel	1
Q292205	Marguerite de Bourbon	2
Q292317	Eurydice II of Macedon	3
Q292558	Philippine de Rothschild	1
Q2926117	Brooke Raboutou	2
Q29270	Systema Naturae	1
Q2928061	null	1
Q2929511	null	1
Q2931014	CBC News	1
Q293213	Guardian	16
Q293482	Al-Mahdi	1
Q2935105	null	1
Q2936353	Claudia	1
Q2939830	Carol Dunlop	1
Q2939843	Carol Higgins Clark	1
Q2939957	Caroline Beaune	1
Q2939995	Caroline Faye Diop	1
Q294	Icelandic	2
Q2942116	Catherine de Laval	2
Q294311	AK Libellen NRW	1
Q294372	Adam Brody	1
Q2945547	Tory Burch	1
Q2945913	Centre National de Documentation Pédagogique	1
Q2947111	Silvia Munt	1
Q294773	Tom Stoppard	1
Q294918	James Randi	1
Q2949470	Marguerite, bâtarde de France	1
Q2956258	Chantal Bertouille	1
Q2958709	null	1
Q2960274	null	1
Q2960346	Frances Tomelty	1
Q296054	Klement Gottwald	1
Q2963134	null	2
Q2963136	null	2
Q2963137	null	9
Q2963140	null	2
Q2965348	null	1
Q2965926	Christine Gouze-Rénal	1
Q2965931	null	1
Q2965941	null	1
Q2966327	Christophe Lambert	1
Q2966650	Chris Stills	1
Q296734	Sun Myung Moon	1
Q2967651	null	1
Q296809	Ferenc Molnár	1
Q297102	Simeon of Moscow	1
Q2974999	null	1
Q2975468	Clara Beranger	1
Q2975494	Clara Halter	1
Q2976539	Kristinas Astikas	1
Q2977096	null	1
Q2977194	Claude Chirac	1
Q2977226	null	1
Q2977427	null	1
Q297804	Liliane Bettencourt	1
Q2978048	Claude Renoir	1
Q2978191	null	1
Q297913	Abu Talib ibn ‘Abd al-Muttalib	2
Q2979706	Clotilde de Marelle	1
Q298033	Lesia Ukrainka	1
Q2980531	null	2
Q298063	Vojislav Šešelj	1
Q298088	Somchai Wongsawat	1
Q2981581	null	1
Q2981593	Code Officiel Géographique	36
Q298205	Rita	1
Q298355	Pierre Bérégovoy	1
Q298376	Gaius Julius Hyginus	1
Q298403	Umar II	1
Q2985356	NDTV	1
Q2986528	Commission de toponymie du Québec	17
Q2987655	Fatiha Boudiaf	1
Q2987855	Bychowiec Chronicle	1
Q2989412	First Doctor	1
Q2991169	Ryhor Baradulin	1
Q2993209	Deidamia II of Epirus	1
Q2993421	Martin Wolf	1
Q2994532	State Conservatory of Thessaloniki	3
Q299472	Hattusili I	2
Q2994808	Constance Gordon-Cumming	1
Q2994905	Constant d'Aubigné	1
Q299530	Mizan Zainal Abidin of Terengganu	1
Q299539	Gwendoline Butler	1
Q2997611	null	1
Q2998037	Mongolian Wikipedia	109
Q299827	Suzannah Ibsen	1
Q2998293	Eleanor de Montfort	1
Q30	United States of America	9
Q300695	null	13
Q3008718	Cynan ab Iago	1
Q3009715	Cécile Brunschvicg	1
Q3009804	Cécile de Ménibus	1
Q3012909	null	2
Q3016081	Darge Sahle Selassie	1
Q3016126	Darin Strauss	1
Q3016893	null	11
Q3018150	David Jacobson	1
Q3019982	Francesco Mimbelli	1
Q302	Jesus Christ	1
Q3021804	Delphine Arnault	1
Q3021819	null	1
Q3021868	null	2
Q302202	Donna Logan	1
Q3023001	null	1
Q3023010	Denise Bernot	1
Q3023409	Denys Granier-Deferre	1
Q30239	Chinese Wikipedia	1390100
Q3025527	Amharic Wikipedia	1
Q302556	Catholic Encyclopedia	7
Q3025781	Jacques-Édouard Gatteaux	1
Q3025975	Dialnet	42
Q3026759	null	2
Q3027575	Potamoi	2
Q3028702	In Tam	2
Q3032996	Pamheiba	1
Q3033668	Dodo Chaplet	1
Q3034996	Dominique Blanchar	2
Q3036762	Donna Duck	1
Q3038061	Douglass Wallop	1
Q3039577	George X of Kartli	1
Q30406	62	2
Q304123	Audrey Tautou	1
Q3041876	Ryuhei Kawada	1
Q3042442	List of compositions by Franz Schubert	1
Q304588	Fay Kanin	1
Q3046137	ESPN.com	1
Q3046170	ESPNscrum	1
Q3048291	GeneReviews	2
Q3049971	Heraldo de Madrid	7
Q3050883	Eli Mandel	1
Q3052499	Queen Emma of Hawaii	1
Q3052740	null	1
Q3052871	null	1
Q3055310	Department of Foreign Affairs and Trade	3
Q3056269	Eric Foner	1
Q3056803	null	1
Q3057433	Errand of Harcourt	1
Q3058898	Estelle Denis	1
Q305913	EMedicine	4
Q3059527	Eudokia Palaiologina	1
Q3060064	null	1
Q3060162	Eugène Rouher	1
Q3060432	Euphrosyne of Opole	1
Q3060779	European Journal of Mineralogy	1
Q3061238	null	1
Q3062438	Maggie O'Farrell	1
Q3063701	null	2
Q3065187	Ministry of Foreign Relations	3
Q3066228	FamilySearch	2
Q3067271	null	1
Q3067654	Fawn M. Brodie	1
Q3068550	Ferdinand Denis	1
Q306870	Abby Aldrich Rockefeller	1
Q3069006	null	1
Q3069560	Freebase	2
Q307373	Now TV	1
Q3073973	Florence Gould	1
Q307552	null	1
Q307871	Abdel Fattah el-Sisi	1
Q3079906	Foulques de Laval	2
Q308017	Abdelwahab Abdallah	1
Q3080747	France Roche	1
Q3081079	Ben Jackson	1
Q3081707	Ib Melchior	1
Q3083118	Minamoto no Yoshimitsu	1
Q3083256	José Alberto Castro	1
Q3083289	La Presse	2
Q308439	National Park Service	2
Q3084902	null	1
Q3084964	François Jaffrennou	2
Q3086378	Françoise-Marie Jacquelin	1
Q3086515	Françoise Hoentschel	1
Q3086562	Françoise Morvan	1
Q3086859	Fred J. Balshofer	1
Q3087630	Orghana	1
Q3088112	Liu Yizhen	1
Q3088458	Rom	1
Q3088647	Le Télégramme	1
Q309019	Unfinished Tales	16
Q3090657	null	1
Q309135	Corriere della Sera	16
Q3092102	Polski Związek Lekkiej Atletyki	1
Q3093262	Arne Fjørtoft	1
Q3094149	Gabrièle Buffet-Picabia	1
Q3094366	Gail Collins	1
Q309481	obituary	6
Q3099466	null	3
Q3099767	null	1
Q31	Belgium	4
Q3100658	Geneviève Halévy	2
Q3101405	George Baden-Powell	1
Q310172	Al Arabiya	1
Q3102022	Georgius de Carpentier	1
Q3102899	Georges Huchet de La Bédoyère	1
Q3103793	Georgina Chapman	1
Q31038	Jeongja Station	5
Q3104195	null	1
Q3109427	Jorge Manuel Theotocópuli	1
Q311	Père Lachaise Cemetery	1
Q311138	Alfonso III of Asturias	1
Q311183	Date Masamune	3
Q311245	USS Yorktown	1
Q3112626	Government of New Brunswick	1
Q311319	Frank Oz	1
Q3113502	Yūzō Kayama	2
Q31165	AlloCiné	1
Q311654	Michael Lewis	2
Q3116657	Grigor Derenik Artsruni	1
Q3116663	null	2
Q3117110	Nicktoons	1
Q311735	Joakim Noah	1
Q311793	Aga Khan IV	1
Q31181	AllMusic	12
Q3119826	Guillaume Durand	1
Q3119915	null	1
Q3119940	null	2
Q3120390	null	1
Q3121134	Gustave Chaix d'Est-Ange	1
Q3121504	Guy Aldonce Ier de Durfort	1
Q3121623	Guy Carcassonne	1
Q3121704	Guy Debeyre	1
Q3121842	null	1
Q3121857	Guy IX de Laval	3
Q3122185	Guy VII de Laval	3
Q3122213	Guy XI de Laval	2
Q3122214	Guy XII de Laval	2
Q3122219	Guy X de Laval	3
Q3122288	Guy de Rougemont	1
Q3124098	Gérard Leclerc	1
Q312440	Valeriy Borzov	1
Q3124982	HMS Boyne	1
Q312503	John Lubbock, 1st Baron Avebury	1
Q3125291	Ministry of Foreign Affairs of the Hellenic Republic of Greece	2
Q312724	Robert Zoellick	1
Q3127296	Jacob Gaasbeek	1
Q312794	Nicolas Fouquet	1
Q3128305	HathiTrust	1
Q312841	Emperor Kōshō	2
Q312952	Mirza Ghulam Ahmad	1
Q313041	Kōrei	2
Q313103	The Document Foundation	1
Q31311	59	1
Q313124	Prajadhipok	1
Q3131383	Henri Kubnick	1
Q3131597	Henri Masquelez	1
Q3131805	Henri Poincaré	1
Q3132474	null	1
Q3132481	Henriette-Lucy, Marquise de La Tour du Pin Gouvernet	1
Q3132717	Henry Dauvergne	1
Q313288	Augustus Pugin	1
Q313298	Suryavarman II	2
Q313312	Labarna I	1
Q3133233	null	1
Q313345	Emperor Annei	1
Q3133541	Sattam bin Abdul-Aziz Al Saud	1
Q313400	Lon Nol	4
Q313419	Herod Agrippa II	1
Q313436	Olof Skötkonung	1
Q313467	Hippias	1
Q3134740	Hesperis	1
Q313489	Jeffrey Archer	1
Q3135105	null	1
Q3135846	Ikbal Ali Shah	1
Q3135863	Tachibana no Moroe	3
Q313593	Michael Ondaatje	1
Q3136471	Matsudaira Sadakatsu	1
Q313664	Publius Clodius Pulcher	2
Q31370	Pavel Černý	1
Q3138027	Princess Yamanobe	1
Q313827	Cabinet of Germany	6
Q313841	John Osborne	2
Q3138561	History Today	1
Q3139023	null	1
Q313997	S. W. R. D. Bandaranaike	1
Q3140359	Hope Williams Brady	1
Q3140479	null	1
Q314218	Peter, King of Hungary	1
Q3142216	Hugh Baillie	1
Q3142953	John O'Hurley	1
Q314361	Tudhaliya IV	1
Q314378	Mursili II	1
Q3144821	null	1
Q3144874	null	1
Q3144886	Helie of Burgundy	1
Q314490	Gorm the Old	1
Q314624	DENIC	1
Q314685	Masinissa	1
Q314690	Landtag of Rhineland-Palatinate	77
Q3147516	Ibrahim Sultan	1
Q3147620	Iceland Review	1
Q3147664	Ichikawa Ebizō XI	1
Q314802	Tenji	2
Q3148029	Ievgueni Chiriaïev	1
Q314846	Kammu	2
Q314850	Suinin	1
Q314889	Pieter de Hooch	1
Q314905	Bertrand du Guesclin	1
Q3150208	Area code 415	1
Q3150548	Indrajayavarman	2
Q3150926	Ingeborg Verdun	1
Q315202	Roscoe Arbuckle	1
Q3153329	International Wheelchair Basketball Federation	1
Q3154824	Isabel Otero	1
Q315531	Jan Masaryk	1
Q315587	Sultan bin Abdulaziz	1
Q3156137	Ivan Langer	1
Q3156138	Ivan Levaï	1
Q315718	GamePro	1
Q3157809	Jacqueline Thome-Patenôtre	1
Q3157914	Jacques-Edme Dumont	1
Q3159645	Jacques Natteau	1
Q316006	Stephen, Count of Blois	1
Q3160301	Jacques de Lesseps	1
Q3160587	Jaime de Armiñán	1
Q3161181	Nikolas Papadopoulos	1
Q3162898	Niven Busch	1
Q3163251	Jay Presson Allen	1
Q3163284	null	2
Q3163289	null	2
Q3163290	null	2
Q3164162	Jean-Baptiste Hus	1
Q3165150	null	1
Q3165303	Jean-Daniel Lorieux	1
Q3165608	Jean-François Friant	1
Q316637	Bidatsu	3
Q316840	Tudhaliya I	1
Q3168790	USS Henley	1
Q3170204	null	1
Q317027	German Chancellery	2
Q317147	Bürgerschaft of Bremen	55
Q3171816	Jean Drucker	1
Q317182	Jordi Savall	1
Q3172570	Jean Hugo	1
Q3172611	Jean III de Bueil	1
Q3172612	null	1
Q3172619	null	1
Q3172827	Jean Joseph Gustave Léonard	1
Q317364	Abdul Rahim Khan-I-Khana	1
Q3173724	Jean Niermans	1
Q317462	V.K. Wellington Koo	1
Q3175275	null	1
Q3175381	null	1
Q3175491	null	1
Q3175522	Jean de Laval	1
Q317730	Jean-Dominique Bauby	1
Q3177681	Jessica Mathews	1
Q3179180	null	1
Q3179562	Joan Brady	1
Q317997	Ōjin	1
Q3180091	Maltese Wikipedia	16
Q3180306	Gujarati Wikipedia	748
Q3180702	USS Buchanan	1
Q3181422	Kannada Wikipedia	103
Q3181611	John Gorman	1
Q3182120	John Mordaunt	1
Q3182406	Herbert Asbury	1
Q3182424	John Sanford	1
Q3183804	Dharmapala	1
Q3184140	null	1
Q3184206	Joseph-Charles-Maurice Mathieu de La Redorte	1
Q3185154	Joseph Kampé de Fériet	1
Q3185339	Joseph Masson	1
Q3185529	Joseph Périer	1
Q3186447	null	1
Q3186842	Journal de Paris	1
Q318736	Fernando Fernán Gómez	1
Q3187581	null	1
Q318799	Siemowit	1
Q3188005	null	1
Q3188016	Judith of Schweinfurt	1
Q318870	Henry the Younger of Poděbrady	1
Q3189635	Julien Rassam	1
Q3191819	null	3
Q3191821	null	2
Q3194740	Keith Henson	1
Q3195367	Kepler-12	1
Q319603	George Gaylord Simpson	1
Q319669	Jessadabodindra	1
Q3198726	Konoe Tadatsugu	1
Q3202306	null	1
Q320265	Chamber of Deputies of the Parliament of the Czech Republic	1
Q3203707	null	44
Q3204069	null	1
Q3204738	null	3
Q3204832	null	3
Q32059	IUCN Red List	8
Q320600	Thomas Tooke	1
Q320863	World Bank Group	1
Q3208908	Costa Diadema	1
Q320916	Julius d’Austria	2
Q320967	Akagi	1
Q3209961	La Lanterne	1
Q32102	Ceres	2
Q3211059	La Nature	1
Q3211911	La Presse	17
Q3213296	null	1
Q321583	German submarine U-105	1
Q3216828	null	1
Q3219021	Laurent Banide	1
Q322169	Apepi	1
Q3222568	null	1
Q3223697	Le Journal	7
Q3223730	null	1
Q3224188	null	11
Q3224404	Le Matin	14
Q3224416	Le Mauricien	1
Q322520	Jean Schlumberger	1
Q3225360	null	5
Q3226008	null	1
Q3226249	rappel	9
Q322639	Neoptolemus	2
Q3226748	Le Républicain Lorrain	2
Q3229388	null	1
Q323344	Nuruddin Farah	1
Q3234963	Les Publications du Québec	2
Q3235790	Olympias II of Epirus	1
Q323643	John I de Balliol	1
Q3236685	Leslie Bedos	2
Q3238028	Open License	1
Q3238220	Lee DuMonde	1
Q3239136	Lausanne – Bercher line	40
Q3240217	the arts	1
Q324042	František Lobkowicz	1
Q324555	Konrad Adenauer Foundation	3
Q324783	null	2
Q324882	Desi Arnaz	1
Q325028	Jiří Lobkowicz	1
Q325207	Fujiwara no Morosuke	1
Q325396	Judd Apatow	1
Q325679	Uri Avnery	1
